gene_id,gene_name,GeneGroup,kegg.Alzheimer,kegg.Parkinson,GWAS,raw.pval,corrected.pval,regression coefficient,,,
ENSG00000117682.10,DHDDS,protein_coding,NA,NA,NA,1.81E-05,0.002816726,-0.006303607,,,
ENSG00000117691.5,NENF,protein_coding,NA,NA,NA,0.00245388,0.040543447,0.004437221,,,
ENSG00000117751.12,PPP1R8,protein_coding,NA,NA,NA,0.000565941,0.017819978,-0.003980747,,,
ENSG00000117877.5,CD3EAP,protein_coding,NA,NA,NA,0.001638408,0.032113987,-0.009779562,,,
ENSG00000118246.9,FASTKD2,protein_coding,NA,NA,NA,6.43E-06,0.001570403,-0.006952993,,,
ENSG00000118503.9,TNFAIP3,protein_coding,NA,NA,NA,0.000160422,0.009334626,0.012143331,,,
ENSG00000118523.5,CTGF,protein_coding,NA,NA,NA,1.07E-05,0.002158267,0.014586485,,,
ENSG00000118526.6,TCF21,protein_coding,NA,NA,NA,0.002748002,0.043178258,0.006489446,,,
ENSG00000118564.10,FBXL5,protein_coding,NA,NA,NA,0.002156492,0.037890632,-0.005250541,,,
ENSG00000118680.7,MYL12B,protein_coding,NA,NA,NA,0.00021724,0.01094448,-0.004136544,,,
ENSG00000118777.6,ABCG2,protein_coding,NA,NA,NA,2.02E-05,0.002946199,0.012031431,,,
ENSG00000118939.10,UCHL3,protein_coding,NA,NA,NA,0.000110962,0.007521276,-0.006065267,,,
ENSG00000119042.11,SATB2,protein_coding,NA,NA,NA,0.000324292,0.013557495,0.006793597,,,
ENSG00000119283.11,TRIM67,protein_coding,NA,NA,NA,3.72E-06,0.001253443,-0.005930274,,,
ENSG00000119318.7,RAD23B,protein_coding,NA,NA,NA,0.000364211,0.014390784,-0.004175109,,,
ENSG00000119402.10,FBXW2,protein_coding,NA,NA,NA,0.00016646,0.009545657,-0.004661583,,,
ENSG00000119403.8,PHF19,protein_coding,NA,NA,NA,0.001684678,0.032723971,0.004468198,,,
ENSG00000119414.7,PPP6C,protein_coding,NA,NA,NA,3.74E-05,0.004049614,-0.005481434,,,
ENSG00000119471.10,HSDL2,protein_coding,NA,NA,NA,0.002201827,0.038149309,-0.005786057,,,
ENSG00000119487.11,MAPKAP1,protein_coding,NA,NA,NA,0.000376544,0.014680176,-0.003648649,,,
ENSG00000119509.7,INVS,protein_coding,NA,NA,NA,0.001427698,0.029671204,0.004949289,,,
ENSG00000119541.4,VPS4B,protein_coding,NA,NA,NA,0.002058207,0.03678208,-0.005726243,,,
ENSG00000119630.8,PGF,protein_coding,NA,NA,NA,7.61E-05,0.005896347,0.011677925,,,
ENSG00000119681.7,LTBP2,protein_coding,NA,NA,NA,1.30E-06,0.000708912,0.008686018,,,
ENSG00000119682.10,KIAA0317,protein_coding,NA,NA,NA,5.81E-05,0.005197335,-0.004925854,,,
ENSG00000119688.14,ABCD4,protein_coding,NA,NA,NA,0.000334762,0.013862723,0.005172136,,,
ENSG00000119729.6,RHOQ,protein_coding,NA,NA,NA,0.001112697,0.026038161,-0.005963399,,,
ENSG00000119812.13,FAM98A,protein_coding,NA,NA,NA,0.000847887,0.022425758,-0.005039451,,,
ENSG00000119862.7,LGALSL,protein_coding,NA,NA,NA,0.000154226,0.009188558,-0.006690091,,,
ENSG00000120087.7,HOXB7,protein_coding,NA,NA,NA,0.001134569,0.02635128,0.006496224,,,
ENSG00000120129.4,DUSP1,protein_coding,NA,NA,NA,0.000355361,0.014232013,0.011108665,,,
ENSG00000120265.12,PCMT1,protein_coding,NA,NA,NA,2.28E-05,0.003116192,-0.006662378,,,
ENSG00000120322.2,PCDHB8,protein_coding,NA,NA,NA,0.003195488,0.047067781,0.005326037,,,
ENSG00000120327.4,PCDHB14,protein_coding,NA,NA,NA,0.000209826,0.010741197,0.005430261,,,
ENSG00000120533.8,ENY2,protein_coding,NA,NA,NA,0.000726089,0.02054081,-0.004376399,,,
ENSG00000120727.6,PAIP2,protein_coding,NA,NA,NA,0.000209477,0.010741197,-0.004584529,,,
ENSG00000120889.8,TNFRSF10B,protein_coding,NA,NA,NA,0.001857208,0.03462229,0.007670089,,,
ENSG00000120896.9,SORBS3,protein_coding,NA,NA,NA,7.14E-07,0.000525965,0.008049682,,,
ENSG00000120992.11,LYPLA1,protein_coding,NA,NA,NA,0.000109566,0.007443698,-0.007128285,,,
ENSG00000121022.9,COPS5,protein_coding,NA,NA,NA,3.71E-05,0.004038822,-0.004894368,,,
ENSG00000121083.5,DYNLL2,protein_coding,NA,NA,NA,0.000378874,0.014688378,-0.005156409,,,
ENSG00000121310.11,ECHDC2,protein_coding,NA,NA,NA,6.71E-06,0.001597509,0.009083384,,,
ENSG00000121350.10,PYROXD1,protein_coding,NA,NA,NA,0.000575759,0.017971675,-0.006618617,,,
ENSG00000121579.6,NAA50,protein_coding,NA,NA,NA,0.002398038,0.04004776,-0.004007317,,,
ENSG00000121766.10,ZCCHC17,protein_coding,NA,NA,NA,0.000100479,0.007016215,-0.003703532,,,
ENSG00000121769.3,FABP3,protein_coding,NA,NA,NA,0.0027418,0.043166591,-0.007790574,,,
ENSG00000121797.8,CCRL2,protein_coding,NA,NA,NA,0.000635208,0.019038612,0.007998902,,,
ENSG00000121966.5,CXCR4,protein_coding,NA,NA,NA,4.93E-07,0.000447889,0.016862165,,,
ENSG00000122176.8,FMOD,protein_coding,NA,NA,NA,0.001636285,0.032111223,0.007617487,,,
ENSG00000122224.10,LY9,protein_coding,NA,NA,NA,0.000366566,0.014401345,0.007489131,,,
ENSG00000122254.5,HS3ST2,protein_coding,NA,NA,NA,0.003133084,0.046599905,0.00884215,,,
ENSG00000122550.11,KLHL7,protein_coding,NA,NA,NA,0.000303441,0.013245542,-0.005429809,,,
ENSG00000122565.13,CBX3,protein_coding,NA,NA,NA,0.001590279,0.031629867,-0.004293871,,,
ENSG00000122584.6,NXPH1,protein_coding,NA,NA,NA,0.001297981,0.028262479,-0.004437713,,,
ENSG00000122674.8,CCZ1,protein_coding,NA,NA,NA,0.000193145,0.01029259,-0.007698975,,,
ENSG00000122687.13,FTSJ2,protein_coding,NA,NA,NA,0.000959047,0.024013226,-0.004765369,,,
ENSG00000122729.11,ACO1,protein_coding,NA,NA,NA,0.003168351,0.046874227,-0.004537989,,,
ENSG00000122873.6,CISD1,protein_coding,NA,NA,NA,0.001456573,0.03007837,-0.005028196,,,
ENSG00000122912.9,SLC25A16,protein_coding,NA,NA,NA,0.000317165,0.013438738,-0.006385635,,,
ENSG00000123119.7,NECAB1,protein_coding,NA,NA,NA,0.00151234,0.030684166,-0.006921106,,,
ENSG00000123297.11,TSFM,protein_coding,NA,NA,NA,4.52E-06,0.001296784,-0.00749708,,,
ENSG00000123349.8,PFDN5,protein_coding,NA,NA,NA,0.002974466,0.045160587,0.00350168,,,
ENSG00000123444.8,KBTBD4,protein_coding,NA,NA,NA,3.98E-05,0.004200841,-0.009284928,,,
ENSG00000123472.8,ATPAF1,protein_coding,NA,NA,NA,0.002596876,0.041951133,-0.004752722,,,
ENSG00000123505.9,AMD1,protein_coding,NA,NA,NA,0.00162626,0.031992002,-0.005199652,,,
ENSG00000123684.8,LPGAT1,protein_coding,NA,NA,NA,4.07E-05,0.004216601,-0.006619052,,,
ENSG00000124067.11,SLC12A4,protein_coding,NA,NA,NA,0.001699325,0.032866412,0.004384975,,,
ENSG00000124164.11,VAPB,protein_coding,NA,NA,NA,8.81E-05,0.006450311,-0.005291526,,,
ENSG00000124181.7,PLCG1,protein_coding,NA,NA,NA,0.0005249,0.017248219,0.005937935,,,
ENSG00000124216.3,SNAI1,protein_coding,NA,NA,NA,0.002918849,0.044777798,0.010524286,,,
ENSG00000124217.3,MOCS3,protein_coding,NA,NA,NA,1.18E-05,0.00223275,-0.009685417,,,
ENSG00000124256.9,ZBP1,protein_coding,NA,NA,NA,0.000136476,0.008536354,0.009532136,,,
ENSG00000124275.10,MTRR,protein_coding,NA,NA,NA,0.001379652,0.029170264,-0.004621278,,,
ENSG00000124279.7,FASTKD3,protein_coding,NA,NA,NA,7.06E-05,0.005719572,-0.007474657,,,
ENSG00000124333.10,VAMP7,protein_coding,NA,NA,NA,1.44E-05,0.002511677,-0.006340662,,,
ENSG00000124343.7,XG,protein_coding,NA,NA,NA,0.001331497,0.028702921,0.006148655,,,
ENSG00000124383.3,MPHOSPH10,protein_coding,NA,NA,NA,0.000895844,0.023072602,-0.004579477,,,
ENSG00000124486.6,USP9X,protein_coding,NA,NA,NA,0.001323704,0.0285828,-0.004357967,,,
ENSG00000124529.3,HIST1H4B,protein_coding,NA,NA,NA,0.003338667,0.04817522,0.006021014,,,
ENSG00000124541.5,RRP36,protein_coding,NA,NA,NA,0.001511764,0.030684166,-0.003478262,,,
ENSG00000124575.5,HIST1H1D,protein_coding,NA,NA,NA,7.36E-05,0.005821293,0.018537799,,,
ENSG00000124593.10,PRICKLE4,protein_coding,NA,NA,NA,0.003352685,0.048278659,0.007131848,,,
ENSG00000124659.4,TBCC,protein_coding,NA,NA,NA,0.000648366,0.019237247,-0.007347519,,,
ENSG00000124688.9,MAD2L1BP,protein_coding,NA,NA,NA,1.72E-06,0.000872862,-0.006866672,,,
ENSG00000124762.7,CDKN1A,protein_coding,NA,NA,NA,0.001528674,0.030830191,0.012413338,,,
ENSG00000124813.16,RUNX2,protein_coding,NA,NA,NA,0.000195312,0.01037393,0.00664853,,,
ENSG00000124831.13,LRRFIP1,protein_coding,NA,NA,NA,0.001088177,0.025775066,-0.003576461,,,
ENSG00000124839.8,RAB17,protein_coding,NA,NA,NA,0.002550268,0.041441172,0.006842619,,,
ENSG00000125037.7,TMEM111,protein_coding,NA,NA,NA,0.002189863,0.038105028,-0.003598788,,,
ENSG00000125089.10,SH3TC1,protein_coding,NA,NA,NA,0.001505791,0.030656392,0.008837264,,,
ENSG00000125149.6,C16orf70,protein_coding,NA,NA,NA,0.000571111,0.01791497,-0.005706099,,,
ENSG00000125304.6,TM9SF2,protein_coding,NA,NA,NA,0.000654675,0.019291077,-0.005909052,,,
ENSG00000125378.10,BMP4,protein_coding,NA,NA,NA,0.000967549,0.024081171,0.007358825,,,
ENSG00000125484.6,GTF3C4,protein_coding,NA,NA,NA,1.62E-05,0.002711554,-0.006684356,,,
ENSG00000125520.8,SLC2A4RG,protein_coding,NA,NA,NA,0.002964937,0.045100449,0.006013389,,,
ENSG00000125726.4,CD70,protein_coding,NA,NA,NA,8.92E-05,0.006466461,0.012356807,,,
ENSG00000125734.7,GPR108,protein_coding,NA,NA,NA,0.001304912,0.028299297,0.004200504,,,
ENSG00000125744.6,RTN2,protein_coding,NA,NA,NA,0.002025819,0.036505308,-0.007233356,,,
ENSG00000125827.4,TMX4,protein_coding,NA,NA,NA,0.001421166,0.029592403,-0.006045306,,,
ENSG00000125870.6,SNRPB2,protein_coding,NA,NA,NA,0.000311409,0.013346113,-0.004517939,,,
ENSG00000125966.7,MMP24,protein_coding,NA,NA,NA,0.001698194,0.032866412,-0.005284016,,,
ENSG00000125977.6,EIF2S2,protein_coding,NA,NA,NA,0.000950214,0.023847361,-0.004165129,,,
ENSG00000126067.7,PSMB2,protein_coding,NA,NA,NA,0.000123823,0.008072144,-0.004236429,,,
ENSG00000126214.14,KLC1,protein_coding,NA,NA,NA,0.001271569,0.027950357,0.005329622,,,
ENSG00000126251.4,GPR42,protein_coding,NA,NA,NA,0.001052073,0.025214007,-0.004972086,,,
ENSG00000126456.10,IRF3,protein_coding,NA,NA,NA,5.91E-07,0.000479063,0.008575623,,,
ENSG00000126458.2,RRAS,protein_coding,NA,NA,NA,9.13E-05,0.006512719,0.007268146,,,
ENSG00000126581.7,BECN1,protein_coding,NA,NA,NA,0.000108519,0.007417761,-0.005351382,,,
ENSG00000127080.5,IPPK,protein_coding,NA,NA,NA,3.33E-05,0.003712783,-0.005917052,,,
ENSG00000127125.6,PPCS,protein_coding,NA,NA,NA,0.000259557,0.012122355,-0.005840495,,,
ENSG00000127129.5,EDN2,protein_coding,NA,NA,NA,0.000551124,0.017748921,0.010169827,,,
ENSG00000127415.8,IDUA,protein_coding,NA,NA,NA,0.000303872,0.013245542,0.008336686,,,
ENSG00000127419.10,TMEM175,protein_coding,NA,NA,Parkinson's_disease--PubMedId:21292315; Parkinson's_disease--PubMedId:21738487,0.00083776,0.022358675,0.004969586,,,
ENSG00000127528.4,KLF2,protein_coding,NA,NA,NA,5.25E-07,0.000447889,0.01522097,,,
ENSG00000127586.11,CHTF18,protein_coding,NA,NA,NA,0.00130641,0.028312832,0.008252713,,,
ENSG00000127870.12,RNF6,protein_coding,NA,NA,Alzheimer's_disease--PubMedId:22159054,0.000457412,0.016108887,-0.005472184,,,
ENSG00000128016.3,ZFP36,protein_coding,NA,NA,NA,0.001023072,0.024829614,0.013904791,,,
ENSG00000128159.7,TUBGCP6,protein_coding,NA,NA,NA,0.003190697,0.047033029,0.004280768,,,
ENSG00000128250.5,RFPL1,protein_coding,NA,NA,NA,0.000558762,0.017748921,-0.007069347,,,
ENSG00000128274.10,A4GALT,protein_coding,NA,NA,NA,0.000488742,0.016598797,0.008628989,,,
ENSG00000128284.15,APOL3,protein_coding,NA,NA,NA,0.003551251,0.049951185,0.005498929,,,
ENSG00000128298.11,BAIAP2L2,protein_coding,NA,NA,NA,0.000911621,0.023275421,0.006287982,,,
ENSG00000128346.6,C22orf23,protein_coding,NA,NA,NA,0.003446456,0.049123662,-0.004428041,,,
ENSG00000128594.3,LRRC4,protein_coding,NA,NA,NA,0.001062182,0.025398295,-0.008578324,,,
ENSG00000128602.5,SMO,protein_coding,NA,NA,NA,0.00040635,0.015155995,0.008129279,,,
ENSG00000128607.8,KLHDC10,protein_coding,NA,NA,NA,2.09E-06,0.000980951,-0.008260426,,,
ENSG00000128708.8,HAT1,protein_coding,NA,NA,NA,0.000391467,0.014938969,-0.005126261,,,
ENSG00000128709.9,HOXD9,protein_coding,NA,NA,NA,0.000500166,0.016818836,0.006614701,,,
ENSG00000128710.5,HOXD10,protein_coding,NA,NA,NA,0.000302128,0.013245542,0.007402157,,,
ENSG00000128917.5,DLL4,protein_coding,NA,NA,NA,0.000588738,0.018200341,0.01210716,,,
ENSG00000128989.5,ARPP19,protein_coding,NA,NA,NA,6.21E-05,0.005382453,-0.005915807,,,
ENSG00000129009.8,ISLR,protein_coding,NA,NA,NA,2.88E-05,0.003457313,0.012577951,,,
ENSG00000129071.5,MBD4,protein_coding,NA,NA,NA,0.001232462,0.027603955,-0.004533993,,,
ENSG00000129084.13,PSMA1,protein_coding,NA,NA,NA,2.43E-05,0.003221525,-0.005946149,,,
ENSG00000129128.8,SPCS3,protein_coding,NA,NA,NA,0.000562233,0.017806781,-0.005003775,,,
ENSG00000129235.6,TXNDC17,protein_coding,NA,NA,NA,0.000773171,0.021333618,-0.006180956,,,
ENSG00000129277.8,CCL4,protein_coding,NA,NA,NA,1.14E-05,0.00223275,0.01990603,,,
ENSG00000129625.8,REEP5,protein_coding,NA,NA,NA,0.000373637,0.014602937,-0.005179353,,,
ENSG00000129667.6,RHBDF2,protein_coding,NA,NA,NA,0.000272484,0.012504925,0.009909806,,,
ENSG00000129691.10,ASH2L,protein_coding,NA,NA,NA,0.002393308,0.040011957,-0.004623336,,,
ENSG00000129946.4,SHC2,protein_coding,NA,NA,NA,0.000269968,0.012444041,0.008172305,,,
ENSG00000130052.9,STARD8,protein_coding,NA,NA,NA,9.66E-05,0.006809739,0.007467232,,,
ENSG00000130167.8,TSPAN16,protein_coding,NA,NA,NA,0.001515192,0.030684166,-0.003594862,,,
ENSG00000130254.5,SAFB2,protein_coding,NA,NA,NA,0.001217507,0.02740608,0.004198922,,,
ENSG00000130303.7,BST2,protein_coding,NA,NA,NA,0.000395197,0.0149793,0.010855272,,,
ENSG00000130311.5,DDA1,protein_coding,NA,NA,NA,0.000627225,0.018912616,-0.005355421,,,
ENSG00000130513.3,GDF15,protein_coding,NA,NA,NA,9.49E-08,0.000199221,0.028277383,,,
ENSG00000130517.5,PGPEP1,protein_coding,NA,NA,NA,0.002973037,0.045160587,0.004823166,,,
ENSG00000130522.3,JUND,protein_coding,NA,NA,NA,0.001375104,0.029138904,0.010105294,,,
ENSG00000130559.14,CAMSAP1,protein_coding,NA,NA,NA,0.001850235,0.034593914,-0.003693433,,,
ENSG00000130764.5,LRRC47,protein_coding,NA,NA,NA,0.001830328,0.034378326,-0.003660055,,,
ENSG00000130779.13,CLIP1,protein_coding,NA,NA,NA,0.001635333,0.032111223,-0.004289084,,,
ENSG00000131043.7,C20orf4,protein_coding,NA,NA,NA,0.001565726,0.031333855,-0.004218059,,,
ENSG00000131080.10,EDA2R,protein_coding,NA,NA,NA,3.34E-18,1.08E-13,0.023977547,,,
ENSG00000131097.1,HIGD1B,protein_coding,NA,NA,NA,0.003487474,0.04939148,0.008568203,,,
ENSG00000131100.8,ATP6V1E1,protein_coding,NA,NA,NA,0.000547403,0.017718145,-0.004399532,,,
ENSG00000131183.6,SLC34A1,protein_coding,NA,NA,NA,0.000267949,0.012384511,0.002147962,,,
ENSG00000131236.11,CAP1,protein_coding,NA,NA,NA,0.002335246,0.039407279,-0.003655034,,,
ENSG00000131378.8,RFTN1,protein_coding,NA,NA,NA,0.00208469,0.03707133,0.006114742,,,
ENSG00000131467.4,PSME3,protein_coding,NA,NA,NA,1.31E-05,0.002418278,-0.006737781,,,
ENSG00000131475.1,VPS25,protein_coding,NA,NA,NA,0.000418916,0.015406215,-0.00473378,,,
ENSG00000131507.7,NDFIP1,protein_coding,NA,NA,NA,0.001473289,0.030230885,-0.005049209,,,
ENSG00000131508.11,UBE2D2,protein_coding,NA,NA,NA,0.000255689,0.012071445,-0.002741191,,,
ENSG00000131748.9,STARD3,protein_coding,NA,NA,NA,0.002511276,0.041115772,0.00373951,,,
ENSG00000131779.6,PEX11B,protein_coding,NA,NA,NA,0.00098004,0.024242143,-0.004921326,,,
ENSG00000131966.6,ACTR10,protein_coding,NA,NA,NA,0.000317143,0.013438738,-0.005110735,,,
ENSG00000132000.5,PODNL1,protein_coding,NA,NA,NA,5.57E-05,0.005079773,0.008494869,,,
ENSG00000132016.6,C19orf57,protein_coding,NA,NA,NA,0.002252158,0.038608418,0.005202016,,,
ENSG00000132155.7,RAF1,protein_coding,NA,NA,NA,0.001587711,0.031629867,-0.003703606,,,
ENSG00000132182.7,NUP210,protein_coding,NA,NA,NA,0.002821558,0.043954307,0.007139776,,,
ENSG00000132196.8,HSD17B7,protein_coding,NA,NA,NA,0.001859529,0.034635448,0.006193373,,,
ENSG00000132274.10,TRIM22,protein_coding,NA,NA,NA,5.65E-05,0.005127253,0.010243406,,,
ENSG00000132313.9,MRPL35,protein_coding,NA,NA,NA,0.000250752,0.011912555,-0.005523331,,,
ENSG00000132323.4,ILKAP,protein_coding,NA,NA,NA,0.003251105,0.04745861,0.003065733,,,
ENSG00000132329.6,RAMP1,protein_coding,NA,NA,NA,0.002033196,0.036536638,0.008013437,,,
ENSG00000132361.9,KIAA0664,protein_coding,NA,NA,NA,0.000872034,0.022730409,-0.004703018,,,
ENSG00000132388.8,UBE2G1,protein_coding,NA,1,NA,2.81E-06,0.001091096,-0.005588113,,,
ENSG00000132405.14,TBC1D14,protein_coding,NA,NA,NA,0.001663991,0.032458335,-0.005939154,,,
ENSG00000132463.8,GRSF1,protein_coding,NA,NA,NA,2.13E-05,0.003003266,-0.005124567,,,
ENSG00000132465.6,IGJ,protein_coding,NA,NA,NA,0.00074236,0.020803011,0.017568396,,,
ENSG00000132467.2,UTP3,protein_coding,NA,NA,NA,2.53E-07,0.00029259,-0.007335586,,,
ENSG00000132470.8,ITGB4,protein_coding,NA,NA,NA,0.000858216,0.022496926,0.009293713,,,
ENSG00000132478.4,UNK,protein_coding,NA,NA,NA,0.001158287,0.026672708,0.00419364,,,
ENSG00000132517.10,SLC52A1,protein_coding,NA,NA,NA,0.001303014,0.028280832,0.004106887,,,
ENSG00000132603.9,NIP7,protein_coding,NA,NA,NA,0.001468732,0.030175594,-0.004742981,,,
ENSG00000132635.10,FAM113A,protein_coding,NA,NA,NA,0.00017824,0.009954467,0.00793304,,,
ENSG00000132640.10,BTBD3,protein_coding,NA,NA,NA,7.42E-05,0.005848431,-0.006261659,,,
ENSG00000132671.4,SSTR4,protein_coding,NA,NA,NA,0.002343473,0.039472746,-0.003631746,,,
ENSG00000132681.12,ATP1A4,protein_coding,NA,NA,NA,0.002891283,0.044469825,0.006241848,,,
ENSG00000132781.11,MUTYH,protein_coding,NA,NA,NA,0.000262299,0.012210467,0.005058308,,,
ENSG00000132793.6,LPIN3,protein_coding,NA,NA,NA,8.77E-05,0.006445726,0.00861095,,,
ENSG00000132832.4,RP11-445H22.3,lncRNA,NA,NA,NA,0.001109388,0.026027639,0.007480607,,,
ENSG00000132879.9,FBXO44,protein_coding,NA,NA,NA,0.000971106,0.024142013,0.007233489,,,
ENSG00000133020.3,MYH8,protein_coding,NA,NA,NA,3.13E-05,0.00362864,0.005039756,,,
ENSG00000133028.5,SCO1,protein_coding,NA,NA,NA,0.000230954,0.011320607,-0.004698538,,,
ENSG00000133059.12,DSTYK,protein_coding,NA,NA,NA,0.001465113,0.030175333,-0.004825149,,,
ENSG00000133063.11,CHIT1,protein_coding,NA,NA,NA,0.001181752,0.0270592,0.009174586,,,
ENSG00000133131.9,MORC4,protein_coding,NA,NA,NA,0.002843643,0.044104372,0.00464516,,,
ENSG00000133318.9,RTN3,protein_coding,NA,NA,NA,0.000232211,0.011339615,-0.006371495,,,
ENSG00000133321.6,RARRES3,protein_coding,NA,NA,NA,9.80E-05,0.006870174,0.013423635,,,
ENSG00000134001.7,EIF2S1,protein_coding,NA,NA,NA,0.000653185,0.019274309,-0.004424321,,,
ENSG00000134056.6,MRPS36,protein_coding,NA,NA,NA,0.00016458,0.00950164,-0.00468589,,,
ENSG00000134058.6,CDK7,protein_coding,NA,NA,NA,1.56E-05,0.00264682,-0.005591705,,,
ENSG00000134086.6,VHL,protein_coding,NA,NA,NA,0.003480525,0.04939148,-0.003478231,,,
ENSG00000134107.4,BHLHE40,protein_coding,NA,NA,NA,0.000451236,0.016033968,0.01826636,,,
ENSG00000134108.7,ARL8B,protein_coding,NA,NA,NA,0.002871919,0.044351846,-0.004669106,,,
ENSG00000134153.5,C15orf24,protein_coding,NA,NA,NA,0.002648856,0.042360785,-0.003304942,,,
ENSG00000134193.9,REG4,protein_coding,NA,NA,NA,0.000287063,0.012846487,-0.003023802,,,
ENSG00000134265.6,NAPG,protein_coding,NA,NA,NA,0.000589826,0.018200341,-0.005202583,,,
ENSG00000134287.4,ARF3,protein_coding,NA,NA,NA,0.000383103,0.014794446,-0.005467453,,,
ENSG00000134308.8,YWHAQ,protein_coding,NA,NA,NA,0.000818438,0.022006134,-0.004158192,,,
ENSG00000134363.6,FST,protein_coding,NA,NA,NA,3.49E-06,0.001214761,0.011512761,,,
ENSG00000134375.6,TIMM17A,protein_coding,NA,NA,NA,1.06E-06,0.000611829,-0.00698459,,,
ENSG00000134440.6,NARS,protein_coding,NA,NA,NA,0.00067933,0.019716083,-0.005028971,,,
ENSG00000134516.10,DOCK2,protein_coding,NA,NA,NA,0.002159551,0.03790327,0.006998043,,,
ENSG00000134539.12,KLRD1,protein_coding,NA,NA,NA,1.12E-05,0.002217385,0.010474922,,,
ENSG00000134574.7,DDB2,protein_coding,NA,NA,NA,1.09E-07,0.000199221,0.010073507,,,
ENSG00000134717.13,BTF3L4,protein_coding,NA,NA,NA,0.000334315,0.013862723,-0.005337491,,,
ENSG00000134982.11,APC,protein_coding,NA,NA,NA,0.000285481,0.012811038,-0.006798148,,,
ENSG00000135018.9,UBQLN1,protein_coding,NA,NA,NA,0.000949595,0.023847361,-0.004098107,,,
ENSG00000135406.8,PRPH,protein_coding,NA,NA,NA,0.000129927,0.008349372,0.011779106,,,
ENSG00000135473.10,PAN2,protein_coding,NA,NA,NA,0.000943076,0.023797247,0.00666335,,,
ENSG00000135736.5,CCDC102A,protein_coding,NA,NA,NA,0.000142901,0.008819008,0.010356887,,,
ENSG00000135900.3,MRPL44,protein_coding,NA,NA,NA,2.77E-05,0.003399419,-0.005568763,,,
ENSG00000135930.9,EIF4E2,protein_coding,NA,NA,NA,0.000472011,0.016303993,-0.004755932,,,
ENSG00000135932.6,CAB39,protein_coding,NA,NA,NA,0.000412436,0.015271924,-0.00474222,,,
ENSG00000135953.6,MFSD9,protein_coding,NA,NA,NA,0.000134578,0.008466636,-0.005923387,,,
ENSG00000135956.3,TMEM127,protein_coding,NA,NA,NA,0.00088673,0.022926196,-0.0041487,,,
ENSG00000136059.9,VILL,protein_coding,NA,NA,NA,0.000380666,0.014717861,0.006636655,,,
ENSG00000136143.7,SUCLA2,protein_coding,NA,NA,NA,0.000355845,0.014233799,-0.005928435,,,
ENSG00000136146.8,MED4,protein_coding,NA,NA,NA,0.00329165,0.047782022,-0.00365891,,,
ENSG00000136213.7,CHST12,protein_coding,NA,NA,NA,0.000665806,0.019522287,0.006388316,,,
ENSG00000136235.10,GPNMB,protein_coding,NA,NA,NA,0.000801324,0.0217081,0.008608062,,,
ENSG00000136250.6,AOAH,protein_coding,NA,NA,NA,0.000141822,0.008769176,0.009224525,,,
ENSG00000136261.10,BZW2,protein_coding,NA,NA,Alzheimer's_disease_(cognitive_decline)--PubMedId:23535033,0.000185523,0.010135334,-0.006711115,,,
ENSG00000136381.8,IREB2,protein_coding,NA,NA,NA,0.000877521,0.022763548,-0.005033634,,,
ENSG00000136383.6,ALPK3,protein_coding,NA,NA,NA,0.000116409,0.007782497,-0.007278458,,,
ENSG00000136449.9,MYCBPAP,protein_coding,NA,NA,NA,4.73E-06,0.001345677,0.009672429,,,
ENSG00000136463.6,TACO1,protein_coding,NA,NA,NA,0.001339199,0.028829519,-0.003916371,,,
ENSG00000136522.9,MRPL47,protein_coding,NA,NA,NA,0.000855039,0.02247976,-0.00451024,,,
ENSG00000136682.9,CBWD2,protein_coding,NA,NA,NA,0.003457177,0.049197803,-0.004075135,,,
ENSG00000136754.12,ABI1,protein_coding,NA,NA,NA,8.59E-05,0.006385568,-0.004756037,,,
ENSG00000136758.12,YME1L1,protein_coding,NA,NA,NA,0.000461596,0.016138632,-0.004072695,,,
ENSG00000136827.9,TOR1A,protein_coding,NA,NA,NA,0.001065435,0.025449298,-0.003967924,,,
ENSG00000137040.8,RANBP6,protein_coding,NA,NA,NA,0.000317208,0.013438738,-0.006054034,,,
ENSG00000137055.10,PLAA,protein_coding,NA,NA,NA,1.11E-05,0.002217385,-0.006411441,,,
ENSG00000137101.6,CD72,protein_coding,NA,NA,NA,0.000746592,0.02088909,0.009378445,,,
ENSG00000137142.4,IGFBPL1,protein_coding,NA,NA,NA,0.000500412,0.016818836,-0.007655412,,,
ENSG00000137166.10,FOXP4,protein_coding,NA,NA,NA,0.000554069,0.017748921,0.004854227,,,
ENSG00000137337.9,MDC1,protein_coding,NA,NA,NA,0.002922403,0.044789911,0.003952691,,,
ENSG00000137474.12,MYO7A,protein_coding,NA,NA,NA,0.000554919,0.017748921,0.007595917,,,
ENSG00000137491.9,SLCO2B1,protein_coding,NA,NA,NA,0.003170204,0.046880244,0.007683746,,,
ENSG00000137507.7,LRRC32,protein_coding,NA,NA,NA,0.002569712,0.041671011,0.00756154,,,
ENSG00000137547.4,MRPL15,protein_coding,NA,NA,NA,5.80E-06,0.001505552,-0.006795329,,,
ENSG00000137574.6,TGS1,protein_coding,NA,NA,NA,0.001742435,0.033425041,-0.004305374,,,
ENSG00000137692.5,DCUN1D5,protein_coding,NA,NA,NA,2.95E-05,0.003505178,-0.005198769,,,
ENSG00000137806.4,NDUFAF1,protein_coding,NA,NA,NA,4.96E-05,0.004747343,-0.007268691,,,
