Division,Category,Gene Symbol,Gene Name,Synonyms,HGNC_IDs,HGNC_IDs Links,UniProt_IDs,Refseq_IDs,Orthology,Notes
Matrisome-associated,ECM Regulators,CST9,cystatin 9 (testatin),CLM,13261,13261,Q5W186,NP_001008693.2,Mouse:Cst9|,Cystatin
Matrisome-associated,ECM Regulators,CST9L,cystatin 9-like,FLJ92394|bA218C14.1,16233,16233,Q9H4G1,NP_542177.1,Mouse:Cst9|,Cystatin
Matrisome-associated,ECM Regulators,CSTA,cystatin A (stefin A),STF1|STFA,2481,2481,C9J0E4:P01040,NP_005204.1,Mouse:2010005H15Rik|Mouse:BC100530|Mouse:BC117090|Mouse:Csta1|Mouse:Gm4758|Mouse:Gm5416|Mouse:Gm5483|Mouse:Stfa1|Mouse:Stfa2|Mouse:Stfa2l1|Mouse:Stfa3|,Cystatin
Matrisome-associated,ECM Regulators,CSTB,cystatin B (stefin B),CST6|EPM1|PME|STFB,2482,2482,P04080,NP_000091.1,Mouse:Cstb|,Cystatin
Matrisome-associated,ECM Regulators,CSTL1,cystatin-like 1,RCET11|dJ322G13.4,15958,15958,Q9H114,NP_612140.1,Mouse:Cstl1|,Cystatin
Matrisome-associated,ECM Regulators,CTSA,cathepsin A,GLB2|GSL|NGBE|PPCA|PPGB,9251,9251,P10619:Q5JZG9:Q5JZH0:U3KQ41:U3KQF1:U3KQU6:X6R5C5:X6R8A1,NP_000299.2:NP_000299.2:NP_001121167.1:NP_001161066.1:NP_001161066.1,Mouse:Ctsa|,Cathepsin
Matrisome-associated,ECM Regulators,CTSB,cathepsin B,APPS|CPSB,2527,2527,E9PCB3:E9PHZ5:E9PID0:E9PIS1:E9PJ67:E9PKQ7:E9PKX0:E9PL32:E9PLY3:E9PNL5:E9PQM1:E9PR00:E9PR54:E9PS78:E9PSG5:P07858:R4GMQ5,NP_001899.1:NP_680090.1:NP_680091.1:NP_680092.1:NP_680093.1:XP_006716307.1:XP_006716308.1,Mouse:Ctsb|,Cathepsin
Matrisome-associated,ECM Regulators,CTSC,cathepsin C,CPPI|DPP1|DPPI|HMS|JP|JPD|PALS|PLS,2528,2528,H0YCY8:H0YDA2:P53634,NP_001107645.1:NP_001805.3:NP_680475.1,Mouse:Ctsc|,Cathepsin
Matrisome-associated,ECM Regulators,CTSD,cathepsin D,CLN10|CPSD|MGC2311,2529,2529,C9JH19:F8W787:F8WD96:H7C1V0:P07339,NP_001900.1,Mouse:Ctsd|,Cathepsin
Matrisome-associated,ECM Regulators,CTSE,cathepsin E,CATE,2530,2530,B4DNU8:J3KP48:P14091,NP_001901.1:NP_683865.1,Mouse:Ctse|,Cathepsin
Matrisome-associated,ECM Regulators,CTSF,cathepsin F,CATSF,2531,2531,E9PSC2:H0YD65:H0YE42:Q9UBX1,NP_003784.2,Mouse:Ctsf|,Cathepsin
Matrisome-associated,ECM Regulators,CTSG,cathepsin G,CG|MGC23078,2532,2532,P08311,NP_001902.1,Mouse:Ctsg|,Cathepsin
Matrisome-associated,ECM Regulators,CTSH,cathepsin H,ACC-4|ACC-5|CPSB|DKFZp686B24257|MGC1519|minichain,2535,2535,E9PKT6:E9PN60:E9PN84:P09668,NP_004381.2,Mouse:Ctsh|,Cathepsin
Matrisome-associated,ECM Regulators,CTSK,cathepsin K,CTS02|CTSO|CTSO1|CTSO2|MGC23107|PKND|PYCD,2536,2536,P43235:Q5QP40,NP_000387.1,Mouse:Ctsk|,Cathepsin
Matrisome-associated,ECM Regulators,CTSL,cathepsin L1,CATL|CTSL|FLJ31037|MEP|CTSL1,2537,2537,P07711:Q5T8F0,NP_001244900.1:NP_001244901.1:NP_001903.1:NP_666023.1:XP_005251773.1,,Cathepsin
Matrisome-associated,ECM Regulators,CTSO,cathepsin O,CTSO1,2542,2542,P43234,NP_001325.1,Mouse:Ctso|,Cathepsin
Matrisome-associated,ECM Regulators,CTSS,cathepsin S,MGC3886,2545,2545,P25774:U3KPS4:U3KQE7,NP_001186668.1:NP_004070.3,Mouse:Ctss|,Cathepsin
Matrisome-associated,ECM Regulators,CTSV,cathepsin L2,CATL2|CTSU|CTSV|MGC125957|CTSL2,2538,2538,O60911,NP_001188504.1:NP_001324.2:XP_006717023.1,Mouse:Ctsl|,Cathepsin
Matrisome-associated,ECM Regulators,CTSW,cathepsin W,LYPN,2546,2546,E9PI30:H0YDT2:P56202,NP_001326.2,Mouse:Ctsw|,Cathepsin
Matrisome-associated,ECM Regulators,CTSZ,cathepsin Z,CTSX|FLJ17088,2547,2547,Q9UBR2,NP_001327.2,Mouse:Ctsz|,Cathepsin
Matrisome-associated,ECM Regulators,EGLN1,egl nine homolog 1 (C. elegans),C1orf12|DKFZp761F179|ECYT3|HIFPH2|HPH2|PHD2|SM20|Z,1232,1232,Q9GZT9,NP_071334.1,Mouse:Egln1|,
Matrisome-associated,ECM Regulators,EGLN2,egl nine homolog 2 (C. elegans),DKFZp434E026|EIT6|HIFPH1|HPH-3|PHD1,14660,14660,M0QXM8:M0QXR0:M0R035:M0R0Z6:M0R110:M0R1A3:M0R1L0:M0R1W4:M0R2X9:M0R350:Q96KS0,NP_444274.1:NP_542770.2,Mouse:Egln2|,
Matrisome-associated,ECM Regulators,EGLN3,egl nine homolog 3 (C. elegans),FLJ21620|HIFPH3|MGC125998|MGC125999|PHD3,14661,14661,F8VR39:F8W1G2:G3V3M1:Q9H6Z9,NP_071356.1:XP_006720078.1,Mouse:Egln3|,
Matrisome-associated,ECM Regulators,ELANE,"elastase, neutrophil expressed",ELA2|GE|HLE|HNE|NE|PMN-E|SCN1,3309,3309,P08246,NP_001963.1:XP_005259574.1:XP_006725460.1,Mouse:Elane|,
Matrisome-associated,ECM Regulators,F10,coagulation factor X,FX|FXA,3528,3528,B7ZBK1:F8WBM7:P00742:Q5JVE8,NP_000495.1:XP_005268355.1,Mouse:F10|,
Matrisome-associated,ECM Regulators,F12,coagulation factor XII (Hageman factor),HAE3|HAEX|HAF,3530,3530,P00748,NP_000496.2,Mouse:F12|,
Matrisome-associated,ECM Regulators,F13A1,"coagulation factor XIII, A1 polypeptide",F13A,3531,3531,A6PVK5:H0Y4W5:H0Y796:P00488:Q9NQP5,NP_000120.2:XP_006715073.1,Mouse:F13a1|,
Matrisome-associated,ECM Regulators,F13B,"coagulation factor XIII, B polypeptide",FXIIIB,3534,3534,P05160,NP_001985.2,Mouse:F13b|,
Matrisome-associated,ECM Regulators,F2,coagulation factor II (thrombin),PT,3535,3535,C9JV37:E9PIT3:P00734,NP_000497.1,Mouse:F2|,
Matrisome-associated,ECM Regulators,F7,coagulation factor VII (serum prothrombin conversion accelerator),-,3544,3544,E9PH36:F5H8B0:P08709,NP_000122.1:NP_062562.1,Mouse:F7|,
Matrisome-associated,ECM Regulators,F9,coagulation factor IX,FIX|HEMB|MGC129641|MGC129642|PTC,3551,3551,P00740,NP_000124.1,Mouse:F9|,
Matrisome-associated,ECM Regulators,FAM20A,"family with sequence similarity 20, member A",DKFZp434F2322,23015,23015,K7EIV7:K7EQL5:Q96MK3,NP_001230675.1:NP_060035.2,Mouse:Fam20a|,
Matrisome-associated,ECM Regulators,FAM20B,"family with sequence similarity 20, member B","""glycosaminoglycan xylosylkinase"", GXK1, KIAA0475",23017,23017,O75063:X6RH03,NP_055679.1,Mouse:Fam20b|,
Matrisome-associated,ECM Regulators,FAM20C,"family with sequence similarity 20, member C","""dentin matrix protein 4"", DKFZp547D065, DMP4, IMAGE:4942737",22140,22140,Q8IXL6,NP_064608.2:XP_005249871.1,Mouse:Fam20c|,
Matrisome-associated,ECM Regulators,HABP2,hyaluronan binding protein 2,FSAP|HABP|HGFAL|PHBP,4798,4798,B7Z8Q5:F5H475:Q14520,NP_001171131.1:NP_004123.1,Mouse:Habp2|,
Matrisome-associated,ECM Regulators,HMSD,histocompatibility (minor) serpin domain containing,ACC-6|C18orf53|HSMD-v,23037,23037,A8MTL9:P0C7T4,NP_001116838.1,,
Matrisome-associated,ECM Regulators,HPSE,heparanase,HPA|HPR1|HPSE1|HSE1,5164,5164,D6RAQ1:D6RHG4:Q9Y251,NP_001092010.1:NP_001159970.1:NP_001186759.1:NP_006656.2,Mouse:Hpse|,
Matrisome-associated,ECM Regulators,HPSE2,heparanase 2,FLJ11684|FLJ44022|HPA2|HPR2|MGC133234,18374,18374,Q8WWQ2,NP_001159716.1:NP_001159717.1:NP_001159718.1:NP_068600.4,Mouse:Hpse2|,
Matrisome-associated,ECM Regulators,HRG,histidine-rich glycoprotein,DKFZp779H1622|HPRG|HRGP,5181,5181,P04196,NP_000403.1,Mouse:Hrg|,
Matrisome-associated,ECM Regulators,HTRA1,HtrA serine peptidase 1,ARMD7|HtrA|L56|ORF480|PRSS11,9476,9476,H0Y7G9:Q92743,NP_002766.1,Mouse:Htra1|,
Matrisome-associated,ECM Regulators,HTRA3,HtrA serine peptidase 3,Prsp|Tasp,30406,30406,P83110,NP_444272.1:XP_005248097.1,Mouse:Htra3|,
Matrisome-associated,ECM Regulators,HTRA4,HtrA serine peptidase 4,FLJ90724,26909,26909,P83105,NP_710159.1,Mouse:Htra4|,
Matrisome-associated,ECM Regulators,HYAL1,hyaluronoglucosaminidase 1,HYAL-1|LUCA1|MGC45987|NAT6,5320,5320,C9JB49:C9JRK1:Q12794,NP_149349.2:NP_695013.1:NP_695014.1:NP_695015.1:NP_695017.1,Mouse:Hyal1|,
Matrisome-associated,ECM Regulators,HYAL2,hyaluronoglucosaminidase 2,LUCA2,5321,5321,C9J700:C9JBF5:C9JSD1:C9JSI7:C9K016:Q12891,NP_003764.3:NP_149348.2:XP_005265581.1:XP_005265582.1,Mouse:Hyal2|,
Matrisome-associated,ECM Regulators,HYAL3,hyaluronoglucosaminidase 3,LUCA-3|LUCA14|LUCA3|Minna14,5322,5322,C9JB51:O43820,NP_001186958.1:NP_001186959.1:NP_001186960.1:NP_001186961.1:NP_003540.2,Mouse:Hyal3|,
Matrisome-associated,ECM Regulators,HYAL4,hyaluronoglucosaminidase 4,CSHY,5323,5323,C9J6F9:C9JU18:F8WDH9:Q2M3T9,NP_036401.2:XP_005250295.1,Mouse:Hyal4|,
Matrisome-associated,ECM Regulators,ITIH1,inter-alpha (globulin) inhibitor H1,H1P|IATIH|IGHEP1|ITIH|MGC126415|SHAP,6166,6166,B5MCP1:F5H7E1:F8WAS2:H7C0N0:H7C5I0:P19827,NP_001159906.1:NP_001159907.1:NP_002206.2,Mouse:Itih1|,
Matrisome-associated,ECM Regulators,ITIH2,inter-alpha (globulin) inhibitor H2,H2P|SHAP,6167,6167,P19823:Q5T985:Q5T987,NP_002207.2,Mouse:Itih2|,
Matrisome-associated,ECM Regulators,ITIH3,inter-alpha (globulin) inhibitor H3,H3P,6168,6168,E7ET33:Q06033,NP_002208.3,Mouse:Itih3|,
Matrisome-associated,ECM Regulators,ITIH4,inter-alpha (globulin) inhibitor H4 (plasma Kallikrein-sensitive glycoprotein),DKFZp686G21125|H4P|IHRP|ITIHL1|PK120,6169,6169,B7ZKJ8:F5GXQ1:H7C0L5:Q14624,NP_001159921.1:NP_002209.2,Mouse:Itih4|,
Matrisome-associated,ECM Regulators,ITIH5,inter-alpha (globulin) inhibitor H5,DKFZp686F0145|MGC10848|pp14776,21449,21449,C9J2H1:G5E9D8:H7C5A6:J3KQ60:Q86UX2,NP_001001851.1:NP_001001851.1:NP_085046.5,Mouse:Itih5|,
Matrisome-associated,ECM Regulators,ITIH6,inter-alpha (globulin) inhibitor H5-like,UNQ6369|dJ14O9.1|ITIH5L,28907,28907,Q6UXX5,NP_940912.1,Mouse:Itih5l-ps|,
Matrisome-associated,ECM Regulators,KAZALD1,Kazal-type serine peptidase inhibitor domain 1,BONO1|FKSG28|FKSG40|FLJ24094|IGFBP-rP10,25460,25460,Q96I82,NP_112191.2:XP_005270250.1,Mouse:Kazald1|,
Matrisome-associated,ECM Regulators,KNG1,kininogen 1,BDK|KNG,6383,6383,P01042,NP_000884.1:NP_001095886.1:NP_001159923.1,Mouse:Kng1|Mouse:Kng2|,
Matrisome-associated,ECM Regulators,KY,kyphoscoliosis peptidase,FLJ33207,26576,26576,B4DGA7:Q8NBH2,NP_848649.3,Mouse:Ky|,
Matrisome-associated,ECM Regulators,LEPRE1,leucine proline-enriched proteoglycan (leprecan) 1,GROS1|MGC117314|OI8|P3H1,19316,19316,E2QRI1:H7C0D1:H7C2W6:Q32P28,NP_001139761.1:NP_001230175.1:NP_071751.3,Mouse:Lepre1|,
Matrisome-associated,ECM Regulators,LEPREL1,leprecan-like 1,FLJ10718|MLAT4|P3H2,19317,19317,C9J313:C9JSL4:Q8IVL5,NP_001127890.1:NP_060662.2,Mouse:Leprel1|,
Matrisome-associated,ECM Regulators,LEPREL2,leprecan-like 2,GRCB|HSU47926|P3H3,19318,19318,G8JLI6:Q8IVL6,NP_055077.2,Mouse:Leprel2|,
Matrisome-associated,ECM Regulators,LOX,lysyl oxidase,MGC105112,6664,6664,H0YAL3:P28300,NP_002308.2,Mouse:Lox|,
Matrisome-associated,ECM Regulators,LOXL1,lysyl oxidase-like 1,LOL|LOXL,6665,6665,H3BUV8:Q08397,NP_005567.2,Mouse:Loxl1|,
Matrisome-associated,ECM Regulators,LOXL2,lysyl oxidase-like 2,LOR2|WS9-14,6666,6666,E5RFE2:E5RFY0:E5RHH3:E5RI22:E5RJL2:H0YAP6:H0YAR1:Q9Y4K0:R4GMS2,NP_002309.1,Mouse:Loxl2|,
Matrisome-associated,ECM Regulators,LOXL3,lysyl oxidase-like 3,LOXL,13869,13869,B8ZZT6:B9A025:C9J5M1:E7END4:H7C248:P58215,NP_001276093.1:NP_001276094.1:NP_115992.1,Mouse:Loxl3|,
Matrisome-associated,ECM Regulators,LOXL4,lysyl oxidase-like 4,FLJ21889|LOXC,17171,17171,Q96JB6,NP_115587.6,Mouse:Loxl4|,
Matrisome-associated,ECM Regulators,LPA,"lipoprotein, Lp(a)",AK38|APOA|LP,6667,6667,P08519,NP_005568.2,,
Matrisome-associated,ECM Regulators,MASP1,mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor),CRARF|CRARF1|DKFZp686I01199|FLJ26383|MASP|MGC12628,6901,6901,C9J1C7:C9JLU5:C9JMA2:F8W876:P48740,NP_001027019.1:NP_001870.3:NP_624302.1:XP_006713764.1,Mouse:Masp1|,
Matrisome-associated,ECM Regulators,MASP2,mannan-binding lectin serine peptidase 2,MAP19|MASP-2|MASP1P1|sMAP,6902,6902,O00187,NP_006601.2:NP_631947.1,Mouse:Masp2|,
Matrisome-associated,ECM Regulators,MEP1A,"meprin A, alpha (PABA peptide hydrolase)",PPHA,7015,7015,Q16819,NP_005579.2,Mouse:Mep1a|,
Matrisome-associated,ECM Regulators,MEP1B,"meprin A, beta",-,7020,7020,J3KRK1:J3QKX5:Q16820,NP_005916.2:XP_005258332.1,Mouse:Mep1b|,
Matrisome-associated,ECM Regulators,MMP1,matrix metallopeptidase 1 (interstitial collagenase),CLG|CLGN,7155,7155,P03956,NP_002412.1,Mouse:Mmp1a|Mouse:Mmp1b|,
Matrisome-associated,ECM Regulators,MMP10,matrix metallopeptidase 10 (stromelysin 2),SL-2|STMY2,7156,7156,F5GYX7:P09238,NP_002416.1,Mouse:Mmp10|,
Matrisome-associated,ECM Regulators,MMP11,matrix metallopeptidase 11 (stromelysin 3),SL-3|ST3|STMY3,7157,7157,E9PED7:F8WDI7:H7C3I7:P24347,NP_005931.2,Mouse:Mmp11|,
Matrisome-associated,ECM Regulators,MMP12,matrix metallopeptidase 12 (macrophage elastase),HME|MGC138506|MME,7158,7158,P39900,NP_002417.2,Mouse:Mmp12|,
Matrisome-associated,ECM Regulators,MMP13,matrix metallopeptidase 13 (collagenase 3),CLG3|MANDP1,7159,7159,G5E971:P45452,NP_002418.1,Mouse:Mmp13|,
Matrisome-associated,ECM Regulators,MMP14,matrix metallopeptidase 14 (membrane-inserted),MMP-X1|MT1-MMP|MTMMP1,7160,7160,F8VP90:F8W1B7:P50281,NP_004986.1,Mouse:Mmp14|,
Matrisome-associated,ECM Regulators,MMP15,matrix metallopeptidase 15 (membrane-inserted),MT2-MMP|MTMMP2|SMCP-2,7161,7161,H3BT97:P51511,NP_002419.1,Mouse:Mmp15|,
Matrisome-associated,ECM Regulators,MMP16,matrix metallopeptidase 16 (membrane-inserted),C8orf57|DKFZp761D112|MMP-X2|MT-MMP2|MT-MMP3|MT3-MM,7162,7162,E5RJA7:P51512,NP_005932.2,Mouse:Mmp16|,
Matrisome-associated,ECM Regulators,MMP17,matrix metallopeptidase 17 (membrane-inserted),MT4-MMP,7163,7163,F5GWR3:F5GZA7:F5H209:F5H249:F5H846:F5H881:Q9ULZ9,NP_057239.4,Mouse:Mmp17|,
Matrisome-associated,ECM Regulators,MMP19,matrix metallopeptidase 19,MMP18|RASI-1,7165,7165,A6ND33:B4DNP3:F8W1C3:Q99542,NP_001259030.1:NP_002420.1,Mouse:Mmp19|,
Matrisome-associated,ECM Regulators,MMP2,"matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)",CLG4|CLG4A|MMP-II|MONA|TBE-1,7166,7166,H3BR66:H3BS34:H3BV48:J3KRB7:P08253,NP_001121363.1:NP_004521.1,Mouse:Mmp2|,
Matrisome-associated,ECM Regulators,MMP20,matrix metallopeptidase 20,AI2A2|MMP-20,7167,7167,O60882,NP_004762.2,Mouse:Mmp20|,
Matrisome-associated,ECM Regulators,MMP21,matrix metallopeptidase 21,-,14357,14357,Q8N119,NP_671724.1,Mouse:Mmp21|,
Matrisome-associated,ECM Regulators,MMP23B,matrix metallopeptidase 23B,MIFR|MIFR-1|MMP22|MMP23A,7171,7171,B4DMZ6:D6REP6:H0Y6I4:H0YA69:H0YAE5:J3KRS4:O75086:O75900,NP_008914.1,Mouse:Mmp23|,
Matrisome-associated,ECM Regulators,MMP24,matrix metallopeptidase 24 (membrane-inserted),MMP25|MT-MMP5|MT5-MMP,7172,7172,Q9Y5R2,NP_006681.1,Mouse:Mmp24|,
Matrisome-associated,ECM Regulators,MMP25,matrix metallopeptidase 25,MMP20|MMP20A|MMPL1|MT-MMP6|MT6-MMP,14246,14246,Q9NPA2,NP_071913.1,Mouse:Mmp25|,
Matrisome-associated,ECM Regulators,MMP26,matrix metallopeptidase 26,MGC126590|MGC126592,14249,14249,Q9NRE1,NP_068573.2,,
Matrisome-associated,ECM Regulators,MMP27,matrix metallopeptidase 27,MMP-27,14250,14250,Q9H306,NP_071405.2,Mouse:Mmp27|,
Matrisome-associated,ECM Regulators,MMP28,matrix metallopeptidase 28,EPILYSIN|MM28|MMP-28|MMP25,14366,14366,K7ELN8:K7EMV8:K7ENP0:K7ERF8:Q9H239,NP_001027449.1:NP_077278.1:NP_116568.1,Mouse:Mmp28|,
Matrisome-associated,ECM Regulators,MMP3,"matrix metallopeptidase 3 (stromelysin 1, progelatinase)",CHDS6|MGC126102|MGC126103|MGC126104|MMP-3|SL-1|STM,7173,7173,E9PKX2:H7C139:P08254,NP_002413.1,Mouse:Mmp3|,
Matrisome-associated,ECM Regulators,MMP7,"matrix metallopeptidase 7 (matrilysin, uterine)",MMP-7|MPSL1|PUMP-1,7174,7174,P09237,NP_002414.1,Mouse:Mmp7|,
Matrisome-associated,ECM Regulators,MMP8,matrix metallopeptidase 8 (neutrophil collagenase),CLG1|HNC|PMNL-CL,7175,7175,E9PIY7:E9PJB3:E9PL87:H7C1M3:P22894,NP_002415.1,Mouse:Mmp8|,
Matrisome-associated,ECM Regulators,MMP9,"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)",CLG4B|GELB|MANDP2|MMP-9,7176,7176,P14780,NP_004985.2,Mouse:Mmp9|,
Matrisome-associated,ECM Regulators,NGLY1,N-glycanase 1,FLJ11005|FLJ12409|PNG1|PNGase,17646,17646,C9JU75:H0Y2P2:Q96IV0:Q9NV10,NP_001138765.1:NP_001138766.1:NP_001138767.1:NP_060767.2,Mouse:Ngly1|,
Matrisome-associated,ECM Regulators,OGFOD1,2-oxoglutarate and iron-dependent oxygenase domain containing 1,FLJ10826|KIAA1612|TPA1,25585,25585,H3BP48:H3BR02:H3BR79:H3BUA6:J3KNR5:Q8N543,NP_060703.3,Mouse:Ogfod1|,
Matrisome-associated,ECM Regulators,OGFOD2,2-oxoglutarate and iron-dependent oxygenase domain containing 2,DKFZp686H15154|FLJ13491|FLJ37501|MGC120434|MGC1204,25823,25823,F5H145:F5H890:Q6N063,NP_078899.1,Mouse:Ogfod2|,
Matrisome-associated,ECM Regulators,P4HA1,"prolyl 4-hydroxylase, alpha polypeptide I",P4HA,8546,8546,P13674,NP_000908.2:NP_001017962.1:NP_001136067.1:NP_001136068.1,Mouse:P4ha1|,
Matrisome-associated,ECM Regulators,P4HA2,"prolyl 4-hydroxylase, alpha polypeptide II",-,8547,8547,A8MXE0:C9JCP0:C9JFJ1:C9JIG4:C9JN43:C9JX45:E7ENX0:E7EPI9:E7ERI1:O15460,NP_001017973.1:NP_001017974.1:NP_001136070.1:NP_001136071.1:NP_004190.1:XP_005272173.1:XP_005272174.1:XP_005272175.1:XP_005272176.1:XP_005272177.1:XP_006714791.1:XP_006714792.1:XP_006714793.1,Mouse:P4ha2|,
Matrisome-associated,ECM Regulators,P4HA3,"prolyl 4-hydroxylase, alpha polypeptide III",-,30135,30135,E9PM97:H0YCC3:Q7Z4N8,NP_001275677.1:NP_878907.1,Mouse:P4ha3|,
Matrisome-associated,ECM Regulators,P4HTM,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",EGLN4|HIFPH4|P4H-TM|PH-4|PH4|PHD4,28858,28858,H7C153:Q9NXG6:V9GY20:V9GYK5,NP_808807.2:NP_808808.1,Mouse:P4htm|,
Matrisome-associated,ECM Regulators,PAMR1,peptidase domain containing associated with muscle regeneration 1,DKFZP586H2123|FP938|RAMP,24554,24554,E9PIV1:E9PMN5:E9PQ70:Q6UXH9,NP_001001991.1:NP_001269604.1:NP_001269605.1:NP_056245.2:NP_001269604.1,Mouse:Pamr1|,
Matrisome-associated,ECM Regulators,PAPPA,"pregnancy-associated plasma protein A, pappalysin 1",ASBABP2|DIPLA1|IGFBP-4ase|PAPA|PAPP-A|PAPPA1,8602,8602,F5GZ19:Q13219,NP_002572.2,Mouse:Pappa|,
Matrisome-associated,ECM Regulators,PAPPA2,pappalysin 2,PAPP-A2|PAPPE|PLAC3,14615,14615,Q9BXP8,NP_064714.2:NP_068755.2:XP_005245479.1,Mouse:Pappa2|,
Matrisome-associated,ECM Regulators,PCSK5,proprotein convertase subtilisin/kexin type 5,PC5|PC6|PC6A|SPC6,8747,8747,B1AMG5:B1AMG8:Q5JSG7:Q92824,NP_001177411.1:NP_006191.2,Mouse:Pcsk5|,
Matrisome-associated,ECM Regulators,PCSK6,proprotein convertase subtilisin/kexin type 6,PACE4|SPC4,8569,8569,E7EM82:E7EQ62:E7EWH5:H0Y3Q0:H0YKK2:H0YKZ4:H0YLC8:H0YMW5:H7BXT3:P29122,NP_001278238.1:NP_002561.1:NP_612192.1:NP_612195.1:NP_612196.1:NP_612197.1:NP_612198.2,Mouse:Pcsk6|,
Matrisome-associated,ECM Regulators,PI3,"peptidase inhibitor 3, skin-derived",ESI|MGC13613|SKALP|WAP3|WFDC14|cementoin,8947,8947,P19957,NP_002629.1,,
Matrisome-associated,ECM Regulators,PLAT,"plasminogen activator, tissue",DKFZp686I03148|T-PA|TPA,9051,9051,B4DN26:B4DNJ1:E5RGA1:E5RHG4:E7ESF4:H0YBH9:K4DI88:P00750,NP_000921.1:NP_127509.1,Mouse:Plat|,
Matrisome-associated,ECM Regulators,PLAU,"plasminogen activator, urokinase",ATF|UPA|URK|u-PA,9052,9052,E7ESM2:E7ET40:P00749:S4R3G7,NP_001138503.1:NP_002649.1,Mouse:Plau|,
Matrisome-associated,ECM Regulators,PLG,plasminogen,DKFZp779M0222,9071,9071,A6PVI2:P00747:Q5TEH5,NP_000292.1:NP_001161810.1,Mouse:Plg|,
Matrisome-associated,ECM Regulators,PLOD1,"procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1",FLJ42041|LH|LH1|LLH|PLOD,9081,9081,B4DR87:Q02809:Q5JXB7:Q5JXB8:Q5JXB9,NP_000293.2,Mouse:Plod1|,
Matrisome-associated,ECM Regulators,PLOD2,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2",LH2|TLH,9082,9082,B3KWS3:C9JXZ0:E7ETU9:F8WEW3:O00469,NP_000926.2:NP_891988.1,Mouse:Plod2|,
Matrisome-associated,ECM Regulators,PLOD3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",LH3,9083,9083,C9JIX5:C9JU11:H7C0B8:H7C2A8:H7C2S8:H7C2V1:O60568,NP_001075.1,Mouse:Plod3|,
Matrisome-associated,ECM Regulators,PRSS1,"protease, serine, 1 (trypsin 1)",TRP1|TRY1|TRY4|TRYP1,9475,9475,E7EQ64:H0Y8D1:P07477,NP_002760.1,Mouse:Gm10334|Mouse:Gm5409|Mouse:Gm5771|Mouse:Prss1|Mouse:Prss2|Mouse:Prss3|Mouse:Try10|Mouse:Try4|Mouse:Try5|,
Matrisome-associated,ECM Regulators,PRSS12,"protease, serine, 12 (neurotrypsin, motopsin)",BSSP-3|BSSP3|MGC12722|MRT1,9477,9477,P56730,NP_003610.2,Mouse:Prss12|,
Matrisome-associated,ECM Regulators,PRSS2,"protease, serine, 2 (trypsin 2)",MGC111183|MGC120174|TRY2|TRY8|TRYP2,9483,9483,P07478,NP_002761.1,Mouse:Gm10334|Mouse:Gm5409|Mouse:Gm5771|Mouse:Prss1|Mouse:Prss2|Mouse:Prss3|Mouse:Try10|Mouse:Try4|Mouse:Try5|,
Matrisome-associated,ECM Regulators,PRSS3,"protease, serine, 3",MTG|PRSS4|TRY3|TRY4,9486,9486,B1AN99:P35030,NP_001184026.2:NP_001184027.1:NP_002762.2:NP_031369.2,Mouse:Gm10334|Mouse:Gm5409|Mouse:Gm5771|Mouse:Prss1|Mouse:Prss2|Mouse:Prss3|Mouse:Try10|Mouse:Try4|Mouse:Try5|,
Matrisome-associated,ECM Regulators,PZP,pregnancy-zone protein,CPAMD6|MGC133093,9750,9750,F5GXY0:P20742,NP_002855.2,Mouse:Pzp|,
Matrisome-associated,ECM Regulators,SERPINA1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1",A1A|A1AT|AAT|MGC23330|MGC9222|PI|PI1|PRO2275,8941,8941,G3V2B9:G3V387:G3V4I7:G3V544:G3V5R8:P01009,NP_000286.3:NP_001002235.1:NP_001002236.1:NP_001121172.1:NP_001121173.1:NP_001121174.1:NP_001121175.1:NP_001121176.1:NP_001121177.1:NP_001121178.1:NP_001121179.1,Mouse:Serpina1a|Mouse:Serpina1b|Mouse:Serpina1c|Mouse:Serpina1d|Mouse:Serpina1e|Mouse:Serpina1f|,
Matrisome-associated,ECM Regulators,SERPINA10,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10",PZI|ZPI,15996,15996,G3V2W1:Q9UK55,NP_001094077.1:NP_057270.1:XP_005267790.1:XP_006725227.1:XP_006720222.1:XP_006725226.1,Mouse:Serpina10|,
Matrisome-associated,ECM Regulators,SERPINA11,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11",-,19193,19193,Q86U17,NP_001073920.1,Mouse:Serpina11|,
Matrisome-associated,ECM Regulators,SERPINA12,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12",OL-64,18359,18359,Q8IW75,NP_776249.1:XP_005267408.1,Mouse:Serpina12|,
