Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder,Tissue enriched,Group enriched,Tissue enhance,Classification
ENSG00000152700,SAR1B,47.53,16.56,24.11,29.42,49.35,12.23,23.35,20.11,19.44,18.16,36.13,41.34,100.15,15.24,12.73,8.23,17.41,15.59,29.58,27.12,25.07,55.35,13.89,13.49,36.84,33.52,27.17,25.91,22.89,Liver,,,Expressed in all
ENSG00000152705,CATSPER3,0,0,0,0,0,0,0,0.94,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,0,0,0,Testis,,,Tissue enriched
ENSG00000152749,GPR180,2.39,1.74,2.48,1.84,1.42,2.95,1.64,2.97,1.78,1.27,0,2.23,8,2.45,1.77,1.8,0,2.84,2.49,2.57,2.65,1.44,1.92,1.54,2.8,1.41,2.76,1.89,1.96,Liver,,,Mixed
ENSG00000152760,TCTEX1D1,0,0,0,0,0,0,0,17.65,0,0.00,0,0,1.9,0,0,0,0,6.44,0,0,0,0,0,0,0,0,0,0,0,Fallopian tube,Placenta;Fallopian tube;,,Group enriched
ENSG00000152763,WDR78,0,0,0,4.52,0,2.24,0,45.46,0,0.00,0,5.55,0,2.73,0,1.42,0,0,0,1.59,0,0,0,0,0,15.7,3.09,0,0,Fallopian tube,Testis;Fallopian tube;,,Group enriched
ENSG00000152766,ANKRD22,0,15.67,0,15.05,2.55,0,16.64,0,0,2.98,0,3.67,7.45,1.14,1.42,0,9.9,0,2.01,6.81,0,2.24,1.39,1.12,45.35,0,0,14.34,2.84,Stomach,,Stomach;,Tissue enhanced
ENSG00000152767,FARP1,21.44,10.03,22.39,26.91,4.05,35.6,13.85,34.65,13.39,26.05,20.84,110.34,26.79,37.08,7.22,22.28,16.88,36.33,29.28,33.69,39.82,6.94,32.33,13.32,22.6,20.12,93.61,4.27,39.65,Kidney,,,Expressed in all
ENSG00000152778,IFIT5,6.21,7.52,11.27,4.66,4.48,7.3,6.09,6.17,7.17,7.02,8.42,7.17,5.72,10.46,7.26,6.99,0,7.66,3.74,6.15,11.2,4.2,7.75,10.94,6.61,5.58,6.38,5.46,5.89,Brain,,,Mixed
ENSG00000152779,SLC16A12,2.75,0,0,0,0,1.83,0,1.1,0,0.00,3.01,81.55,0,1.08,0,0,7.8,7.03,0,0,0,0,0,0,0,2.27,5.58,0,0,Kidney,,,Tissue enriched
ENSG00000152782,PANK1,5.18,1.83,5.84,12.83,18.22,2.09,3.94,2.87,0,1.10,4.16,32.17,42.43,1.69,0,1.69,0,1.44,1.07,7.26,0,19.7,2.3,1.03,4.02,4.55,8.36,2.17,1.98,Liver,,Liver;,Tissue enhanced
ENSG00000152784,PRDM8,1.2,3.99,7.04,0,0,2.21,0,0,0,0.00,0,0,0,0,1.74,1.29,0,0,17.22,1.51,0,0,3.47,0,0,0,0,0,2.7,Prostate,,Prostate;,Tissue enhanced
ENSG00000152785,BMP3,0,0,0,4.55,3.15,0,0,1.54,0,0.00,0,0,0,4.48,0,0.9,0,0,0,10.76,2.07,6.82,0.98,0,0,0,0,0,0,Rectum,,Small intestine;Rectum,Tissue enhanced
ENSG00000152795,HNRNPDL,103.77,197.08,197.1,137.6,107.64,154.66,106.99,147.19,166.99,86.15,121.15,102.57,62.01,161.85,185.27,202.47,89.81,119.85,163.19,144.48,109.64,138.64,163.36,164.35,120.11,159.81,102.39,139.4,128.06,Ovary,,,Expressed in all
ENSG00000152804,HHEX,8.4,20.51,1.95,3.38,4.18,1.54,4.21,0.91,6.74,22.78,3.56,1.52,42.1,15.62,32.72,0,15.16,12.7,3.69,4.07,0,3.27,3.22,31.98,3.3,3.87,46.18,23.46,11.22,Thyroid,,,Mixed
ENSG00000152818,UTRN,20.98,18.14,8.4,32.37,13.85,33.09,32.03,46.82,35.97,25.17,19.32,60.75,23.7,31.95,46.73,35.34,13.26,41.06,29.78,21.84,20.07,10.42,30.29,49.11,24.88,27.91,94.9,26.7,25.18,Thyroid,,,Expressed in all
ENSG00000152822,GRM1,0,0,0,0,0,0,0,0,0,0.00,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart,,,Tissue enriched
ENSG00000152894,PTPRK,5.16,7.2,15.23,32.81,29.75,10.48,9.06,17.92,7.5,28.92,7.79,17.9,19.93,19.93,8.06,10.93,12.82,15.46,13.05,29.06,14.99,29.88,16.01,6.88,35.94,2.41,15.43,7.27,19.15,Stomach,,,Expressed in all
ENSG00000152904,GGPS1,20.09,14.59,14.43,19.38,15.1,24.77,20.34,20.05,12.51,15.98,18.67,22.07,11.93,19.17,18.88,16.21,6.44,14.09,24.9,18.9,22.63,17.03,19.12,16.8,20.85,35.16,24.35,18.89,22.39,Testis,,,Expressed in all
ENSG00000152910,CNTNAP4,0,0,16.52,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000152926,ZNF117,13.52,7.41,14.29,2.24,1.04,4.29,4.31,4.55,19.99,7.56,1.93,2.7,3.59,4.63,5.99,6.42,0,7.48,4.95,7.21,5.61,2.23,6.73,7.4,4.36,14.13,2.94,4.8,2.89,Fat,,,Mixed
ENSG00000152932,RAB3C,11.58,1.14,11.71,0,1.37,2.68,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,1.19,0,0,0,0,Brain,Small intestine;Endometrium;Adrenal gland;Brain;,,Group enriched
ENSG00000152936,LMNTD1,0,0,0,0,0,0,0,20.44,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,Fallopian tube,,,Tissue enriched
ENSG00000152939,MARVELD2,0,0,0,14.9,12.58,1.93,4.49,10.74,0,4.78,0,14.88,15.22,6.4,0,0,7.43,2.18,6.42,7.12,5.37,11.59,0,0,19.52,1.13,34.22,1.41,2.38,Thyroid,,Thyroid;,Tissue enhanced
ENSG00000152942,RAD17,9.87,14.38,9.01,11.01,8.56,11.9,8.49,10.07,2.92,7.53,10.66,15.72,8.42,7.09,12.78,6.96,3.62,8.17,9.51,12.06,6.93,8.51,10.88,9.09,10.14,40.78,14.49,17.5,9.7,Testis,,,Expressed in all
ENSG00000152944,MED21,30.06,11.92,10.44,14.26,14.92,21.94,23.25,20.59,9.55,13.70,25.56,26.63,10.47,18.03,14.23,22.08,11.29,15.8,14.58,17.95,16.7,8.7,20.04,11.19,18.68,21.46,17.48,15.55,17.56,Adrenal gland,,,Expressed in all
ENSG00000152952,PLOD2,18.32,29.75,8.84,27.09,28.5,21.29,19.96,14.35,48.29,21.67,7.48,24.55,26.84,12.29,2.05,13.29,8.92,57.47,12.01,32.24,4.61,36.23,26.35,3.82,12.21,16.63,92.91,4.55,25.66,Thyroid,,,Expressed in all
ENSG00000152953,STK32B,0,1.22,0,1.33,0,1.81,1.14,0,2.31,0.00,0,14.35,0,0,1.12,0,0,1.18,0,0,0,0,1.29,0,7.55,7.05,0,0,3.6,Kidney,,Kidney;,Tissue enhanced
ENSG00000152954,NRSN1,5.17,0,32.66,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000152969,JAKMIP1,4.06,0,9.68,0,0,0,0,0,0,0.00,0,0,0,0,0.9,0,0,0,1.24,0,0,0,0,0,0,4.31,0,0,0,Brain,Prostate;Adrenal gland;Testis;Brain;,,Group enriched
ENSG00000152977,ZIC1,0,0,14.3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000152990,ADGRA3,6.72,1.96,17.51,13.71,5.19,12.05,4.79,17.83,2.4,6.10,4.95,8.87,28.13,4.14,0,5.2,7.22,6.56,8.77,15.57,4.27,4.29,9.61,1.28,5.86,5.55,15.3,1.74,3.91,Liver,,,Mixed
ENSG00000153002,CPB1,54.05,0,0,0,12.6,0,0,0,0,0.00,0,0,0,0,0,238.73,111535.47,21.41,0,11.4,9.36,11.35,0,3.27,91.52,4.63,0,0,0,Pancreas,,,Tissue enriched
ENSG00000153006,SREK1IP1,6.72,5,5.25,6.53,3.3,6.06,7.83,4.84,5.83,3.31,5.19,4.79,3.39,4.67,4.61,4.75,0,6.88,5.85,4.93,3.43,3.49,5.45,6.37,7.9,6.59,4.75,6.82,4.71,Stomach,,,Mixed
ENSG00000153012,LGI2,1.3,8.65,0,0,1.07,3.46,2.2,0,4.11,4.06,0,5.38,0,0,2.37,1.39,0,1.55,0,2.47,0,0,4.53,0,0,1.11,0,6.27,2.04,Appendix,,,Mixed
ENSG00000153015,CWC27,10.99,11.91,13.71,10.96,9.51,15.16,11.19,13.22,5.66,9.45,14.39,13.17,5.09,9.95,10.1,13.74,4.08,10.74,10.62,15.8,7.35,8.96,13.69,9.95,9.3,15.47,12.26,13.5,13.04,Rectum,,,Expressed in all
ENSG00000153029,MR1,8.29,11.78,3.27,4.83,4.29,8.19,7.51,7.59,9.84,11.37,0,9.83,2.99,13.21,10.59,11.29,0,8.84,5.69,6.93,1.64,5.04,10.25,8.58,8.97,2.35,15.12,11.66,12,Thyroid,,,Mixed
ENSG00000153037,SRP19,16.65,18.55,9.82,14.51,12.84,22.04,19.35,12.15,15.35,10.25,9.9,15.31,13.93,14.06,20.89,2.64,9.03,14.6,23.25,15.56,16.65,11.64,13.04,12.05,11.01,13,35.04,24.11,17.26,Thyroid,,,Expressed in all
ENSG00000153044,CENPH,1.06,5.98,1.42,9.49,6.57,5.61,3.28,4.32,1.16,1.27,2.81,0,0,2.21,5.89,1.87,0,5.04,2.63,5.73,0,4.46,2.77,3.46,2.6,32.18,1.08,16.64,2.79,Testis,,Testis;,Tissue enhanced
ENSG00000153046,CDYL,4.84,9.21,9.85,9.11,5.98,17.06,12.78,5.69,7.79,7.02,6.2,5.84,2.84,7.72,9.67,8.5,0,16.89,5.53,11.4,4.35,5.1,15.23,7.02,5.89,11.18,10.09,10.43,11.87,Endometrium,,,Mixed
ENSG00000153048,CARHSP1,47.04,19.34,10.65,26.25,26.92,18.68,46.39,22.19,25.65,43.31,15.18,20.37,72.73,42.08,18.58,40.21,19.97,55.57,13.25,18.91,16.57,24.16,17.22,19.43,22.17,67.7,7.12,38.72,19.63,Liver,,,Expressed in all
ENSG00000153060,TEKT5,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21,0,0,0,Testis,,,Tissue enriched
ENSG00000153064,BANK1,2.41,30.97,0,4.08,1.07,0,0,2.43,2.64,1.89,0,2.47,0,4.98,91.75,0,0,0,3.34,2.95,0,0,0,56.42,3.77,3.53,12.03,90.92,4.12,Lymph node,Appendix;Spleen;Tonsil;Lymph node;,,Group enriched
ENSG00000153066,TXNDC11,16.44,19.66,4.86,23.84,35.55,18.1,11.48,16.13,12.31,15.49,8.42,24.42,32.96,28.94,18.05,13.7,12.86,14.7,24.37,23.6,25.97,32.87,14.78,14.15,28.49,11.32,30.73,28.88,34.94,Duodenum,,,Expressed in all
ENSG00000153071,DAB2,97.61,19.87,4.15,34.96,8.64,42.83,21.36,10.14,70.49,36.88,10.66,132.17,15.25,45.31,32.25,20.97,9.36,125.25,12.33,23.27,14.28,10.3,29.5,45.88,17.89,15.34,5.79,9.09,45.37,Kidney,,,Expressed in all
ENSG00000153086,ACMSD,0,0,0,0,0,0,0,0,0,6.56,0,70.45,77.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liver,Kidney;Liver;,,Group enriched
ENSG00000153093,ACOXL,0,0,0,0,0,0,0,0,0,0.00,0,0,0,9.74,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,2.11,Lung,Urinary bladder;Prostate;Lung,,Group enriched
ENSG00000153094,BCL2L11,5.45,18.34,3.98,6.48,5.56,2.06,3.57,4.62,6.42,6.51,1.88,7.84,3.22,4.94,12.39,8.89,3.06,2,7.2,9.96,2.33,6.09,5.74,7.92,2.16,7.99,8.85,19.58,9.95,Tonsil,,,Expressed in all
ENSG00000153107,ANAPC1,3.12,8.1,2.28,8.91,4.94,5.85,5.5,6.61,2.13,3.78,2.44,4.93,3.69,3.01,7.9,5.4,0,4.11,4.23,6.09,2.7,4.76,6.43,6.1,6.38,8.21,5.65,8.3,4.45,Colon,,,Mixed
ENSG00000153113,CAST,59.15,67.84,19.11,151.33,95.22,59.3,256.81,92.02,113,63.59,178.03,78.73,55.21,83.88,50.81,72.65,29.28,97.03,92.52,130.99,56.01,148.58,76.22,67.89,117.56,75.63,121.12,98.42,90.89,Esophagus,,,Expressed in all
ENSG00000153130,SCOC,58.15,28.98,62.85,34.28,32.41,54.73,49.22,51.7,24.01,30.48,78.58,57.57,37.77,36.86,20.76,29.24,25.03,39.07,51.39,47.05,33.34,26.49,37.8,19.43,48.26,37.8,64.17,28.79,34.7,Heart,,,Expressed in all
ENSG00000153132,CLGN,4.99,0,3.15,0,0,0.95,0,23.04,0,0.00,21.4,0,0,0,0,0,0,0,17.39,1.18,0,0,0,0,1.43,57.45,8.33,0,0,Testis,Thyroid;Prostate;Heart;Fallopian tube;Testis,,Group enriched
ENSG00000153140,CETN3,25.15,20.06,15.65,20.77,9.19,21.67,11.81,33.3,10.34,10.14,21.28,14.66,7.51,21.14,14.71,25.63,3.99,22.18,22.65,22.72,12.33,11.45,18.22,11.91,14.18,133.46,15.5,23.89,15.72,Testis,,,Expressed in all
ENSG00000153147,SMARCA5,22.33,18.64,22.89,12.57,11.34,17.06,13.5,14.56,12.69,13.06,11.86,13.56,6.61,19.31,17.1,14.51,8.39,16.42,12.46,15.1,8.01,11.72,16.16,17.12,14.4,38.03,20.83,19.92,14.39,Testis,,,Expressed in all
ENSG00000153157,SYCP2L,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,4.11,0,0,0,Testis,Prostate;Testis;,,Group enriched
ENSG00000153162,BMP6,1.7,2.5,1.17,1.97,1.88,2.62,2.76,1.13,4.11,3.14,2.36,9.06,1.92,8.03,1.54,6.13,0,21.22,1.28,4.19,0,4.11,3.76,3.61,3.09,3.89,0,3.03,4.99,Placenta,,Placenta;,Tissue enhanced
ENSG00000153165,RGPD3,2.05,1.34,0,1.28,1.15,2.09,1.56,1.51,2.47,1.14,0,2.36,0,0.96,2.4,2.11,0,1.91,1.79,1.7,0,1.24,1.77,0,1.16,7.58,2.77,1.17,0.96,Testis,,,Mixed
ENSG00000153179,RASSF3,24.69,35.22,4.03,31.73,20.95,17.4,53.62,9.89,24.69,26.32,22.09,5.95,6.87,34.4,33.32,23.53,6.07,38.88,22.34,72.76,27.4,14.91,33.49,42.78,28.48,19.34,3.55,28.61,61.38,Rectum,,,Expressed in all
ENSG00000153187,HNRNPU,67.51,83.46,75.97,63.53,49.89,74.7,52.84,78.7,78.97,38.09,39.61,82.02,35.85,63.46,74.31,82.76,41.02,66.08,62.23,71.33,57.25,56.06,70.26,71.54,63.59,98.43,75.87,92.69,41.3,Testis,,,Expressed in all
ENSG00000153201,RANBP2,20.24,14.07,9.8,10.8,10.42,17.1,12.96,11.11,28.08,8.41,7.62,18.27,9.73,8.32,15.92,15.69,12.39,11.71,16.08,12.17,12.17,11.23,13.99,11.84,15.46,20.31,23.68,11.6,8.79,Fat,,,Expressed in all
ENSG00000153207,AHCTF1,3.5,2.23,2.81,3.61,1.51,2.62,6.97,2.02,5.66,6.77,0,5.14,1.85,2.83,10.69,6.31,0,1.74,1.81,11.31,1.58,2.29,5.65,4.27,1.75,11.11,6.06,3.75,1.52,Rectum,,,Mixed
ENSG00000153208,MERTK,26.38,10.94,9.07,6.56,4.65,4.6,5.97,1.86,27.18,6.20,0,11.25,15.02,6.05,5.96,6.4,4.05,8.79,9.58,4.67,2.1,7.57,7.94,13.9,4.39,20,7.82,4.73,8.94,Fat,,,Mixed
ENSG00000153214,TMEM87B,10.82,12.8,3.25,24.94,21.72,12.77,9.19,7.95,8.12,9.36,2.24,8.88,3.14,9.75,12.35,4.56,5.79,10.64,32.41,19.41,9.33,23.31,9.34,12.54,19.88,5.69,13.43,12.53,11.05,Prostate,,,Expressed in all
ENSG00000153233,PTPRR,2.12,0,2.17,4.91,1.53,0.97,0,0,0,0.00,0,0,0,0,0,0,0,0,0,2.38,0,3.9,3.91,0,2.05,0,0,0,0,Colon,,Colon;,Tissue enhanced
ENSG00000153234,NR4A2,188.22,37.96,4.19,1.68,2.34,1.59,4.37,10.6,19.9,32.46,1.45,2.16,2.09,18.1,4.39,8.45,3.21,0,12.34,42.17,3.77,0,7.69,2.34,14.27,1.48,2.72,0,72.97,Adrenal gland,,Adrenal gland;,Tissue enhanced
ENSG00000153237,CCDC148,0,0,0,0,0,0,0,3.71,0,0.00,0,2.49,0,0,0,1.28,0,0,0,0,0,0,0,0,0,4.03,0,0,0,Testis,Ovary;Kidney;Fallopian tube;Testis;,,Group enriched
ENSG00000153246,PLA2R1,2.96,0,0,2.82,4.15,5.12,3.8,2.93,1.77,7.36,0,13.63,0,1.05,1.99,9.52,0,4.22,3.23,2.83,25.21,4.49,9.39,3.32,0,0,8.62,0.97,2,Salivary gland,,Salivary gland;,Tissue enhanced
ENSG00000153250,RBMS1,14.1,30.67,1.9,8.29,6.29,28.44,17.21,12.37,48.81,14.62,21.6,15.73,7.58,28.46,15.09,23.62,3.03,42.67,9.81,13.51,6.88,6.63,30.97,23.68,9.57,9.1,8.88,11.05,19.92,Fat,,,Expressed in all
ENSG00000153253,SCN3A,1.18,0,10.67,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000153266,FEZF2,0,0,1.22,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brain,,,Tissue enriched
ENSG00000153283,CD96,1.72,10.92,0,6.62,2.77,1.07,0,1.72,1.71,5.89,0,0,0,1.48,33.75,0,0,0,0,1.92,0,11.73,0,12.58,0,0,0,17.47,4.62,Lymph node,,Lymph node;,Tissue enhanced
ENSG00000153291,SLC25A27,11.54,2.36,34.89,7.34,2.19,6.12,6.88,10.53,12.67,15.58,12.18,7.17,0,5.93,3.95,15.66,4.07,0,41.49,19.97,13.42,3.07,35.69,7.59,8.44,20.3,18.51,0,6.54,Prostate,,,Mixed
ENSG00000153292,ADGRF1,0,0,0,0,0,0,5.19,0,0,7.59,0,19.22,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65,9.8,Kidney,Tonsil;Esophagus;Gallbladder;Urinary bladder;Kidney,,Group enriched
ENSG00000153294,ADGRF4,0,0,0,0,0,0,6.03,0,0,0.00,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,4.03,1.1,Esophagus,Urinary bladder;Placenta;Tonsil;Esophagus;,,Group enriched
ENSG00000153303,FRMD1,0,0,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,1.96,0,1.21,0,0,0,1.38,0,0,0,Colon,Small intestine;Testis;Rectum;Colon;,,Group enriched
ENSG00000153310,FAM49B,27.16,103.63,30.95,27.02,23.87,16.3,21.79,13.06,38.79,14.66,12.83,15.83,10.2,36.66,62.43,5.91,5.14,33.59,9.59,24.21,10.23,34.02,10.7,52.8,17.48,33.74,23.19,84.04,28.42,Appendix,,,Expressed in all
ENSG00000153317,ASAP1,20.51,13.16,18.66,6.06,2.8,11.44,11.11,7.62,22.44,14.88,12.13,8.3,5.52,10.48,21.19,12.11,0,21.02,7.67,8.29,1.73,4.14,18.26,25.55,5.09,25.73,9.05,16.83,17.36,Testis,,,Mixed
ENSG00000153339,TRAPPC8,13.19,15.49,11.51,13.47,13.71,13.66,15.16,15.22,10.8,11.09,9.94,20.22,21.32,10.94,19.59,8.91,7.47,13.09,12.55,17.95,11.2,16.13,12.31,14.38,13.98,34.98,19.39,16.33,12.08,Testis,,,Expressed in all
ENSG00000153347,FAM81B,0,0,0,0,0,1.75,0,96.31,0,0.00,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,24.59,0,0,0,Fallopian tube,Testis;Fallopian tube;,,Group enriched
ENSG00000153391,INO80C,9.25,11.47,9.59,12.74,10.99,7.56,22.23,10.02,8.38,7.99,15.49,8.02,7.77,17.46,13.98,5.81,5.65,14.92,8.22,13.11,11.3,9.66,6.55,14.35,20.26,38.96,9.04,17.6,7.99,Testis,,,Expressed in all
ENSG00000153395,LPCAT1,9.82,23.76,30.02,2.02,2.47,8.25,3.54,2.2,11.58,13.90,2.73,2.18,1.62,120.54,20.76,7.86,3.66,21.39,6.92,2.21,4.04,3.35,5.11,33.57,5.92,4.71,5.63,8.53,12.43,Lung,,,Expressed in all
ENSG00000153404,PLEKHG4B,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,1.61,0,0,0,Placenta,Testis;Placenta;,,Group enriched
ENSG00000153406,NMRAL1,15.23,9.78,7.24,11.93,15.93,14.58,9.82,22.61,5.15,24.82,5.37,8.82,20.99,17.11,13.18,20.64,16.51,10.52,26.99,5.4,23.39,16.28,11.66,13.91,19.78,7.37,12.65,9.29,13.47,Prostate,,,Expressed in all
ENSG00000153443,UBALD1,5.33,5.64,5.09,0,9.3,5.08,2.03,2.33,6.16,5.79,6.64,0,2.52,5.98,2.47,4.17,6.75,8.76,9.81,0,5.54,7.65,2.78,6.51,6.22,4.78,2.44,1.09,5.07,Prostate,,,Mixed
ENSG00000153446,C16orf89,2.76,4.78,2.82,5.38,3.69,2.82,5.3,1.06,10.87,62.64,7.49,3.25,0,118.18,0,2.13,0,0,1.13,2.78,38.59,2.21,3,0,100.5,1.12,88.05,0,16.31,Lung,Salivary gland;Gallbladder;Thyroid;Stomach;Lung,,Group enriched
ENSG00000153485,TMEM251,16.14,10.59,11.43,23.36,12.47,19.52,12.48,20.05,6.12,13.21,13.52,24.76,9.12,17.49,12.18,9.58,9.28,10.66,32.5,21.09,12.05,13.58,11.48,9.82,15.35,12.51,22.86,14.17,13.96,Prostate,,,Expressed in all
ENSG00000153487,ING1,5.01,4.16,5.53,2.34,4.77,5.4,3.17,3.89,4.01,7.52,1.54,2.52,4.91,5.19,5.51,12,0,6.63,7.1,4.63,6.51,3.34,4.19,5.06,5.4,7.51,3.36,3.21,4.13,Ovary,,,Mixed
ENSG00000153495,TEX29,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,Testis,,,Tissue enriched
ENSG00000153498,SPACA7,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.44,0,0,0,Testis,,,Tissue enriched
ENSG00000153531,ADPRHL1,1.37,0,0,0,2.59,0.93,0,4.11,0.99,1.76,190.02,0,0,0,0,0,0,1.45,1.32,0,0,2.64,0,0,2.39,1.32,1.73,0,0,Heart,,,Tissue enriched
ENSG00000153551,CMTM7,6.46,27.86,1.09,7.71,3.5,12.29,0,46.2,23.92,20.88,1.52,4.92,5.53,23.87,18.29,1.53,6.28,9.92,4.55,4.68,1.51,2.53,6.71,25.78,4.92,7.66,6.52,21.03,12,Fallopian tube,,,Mixed
ENSG00000153558,FBXL2,1.68,0,2.36,0,2.06,0,0,8.17,0,0.00,0,2.29,0,1.22,0,5.92,0,0,0,0,0,0,0,0,0,3.42,4.73,0,0,Fallopian tube,,Ovary;Fallopian tube,Tissue enhanced
ENSG00000153560,UBP1,18.82,28.34,22.22,29.93,25.6,26.54,27.52,17.46,16.26,18.03,16.21,18.12,17.7,27.69,34.93,21.98,17.29,18.22,19.21,32.36,15.12,23.5,31.11,25.87,23.01,22.65,21.8,33.28,30.87,Lymph node,,,Expressed in all
ENSG00000153561,RMND5A,9.54,8.02,14.43,17.9,13.85,12.1,20.46,12.21,7.79,6.23,36.1,16.48,24.11,9.44,8.31,8.55,6.87,9.05,9.8,18.86,5.24,12.35,13.67,11,13.68,8.89,19.35,11.2,7.35,Heart,,,Expressed in all
ENSG00000153563,CD8A,7.83,19.54,0,2.62,7.56,1.53,0,4.54,4.94,4.95,0,0,0,7.46,24.19,2.33,0,1.07,3.06,3.18,0,22.86,2.05,84.1,5.59,0,0,20.41,5.02,Spleen,,Spleen;,Tissue enhanced
ENSG00000153574,RPIA,8.47,20.28,3.51,26.98,16.81,12.59,10.99,15.42,10.48,10.05,7.84,5.76,3.39,11.49,13.94,8.95,8.63,24.64,8.02,17.63,6.01,16.63,10.3,15.02,15.15,9.57,8.1,25.93,7.77,Colon,,,Expressed in all
ENSG00000153684,GOLGA8F,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.19,0,0,0,Testis,,,Tissue enriched
ENSG00000153707,PTPRD,0,0,24.27,4.26,5.72,4.97,0,0,5.28,1.85,2.25,13.53,5.13,2.25,0,8.17,0,5.71,1.28,5.85,0,1.12,2.59,0,0,2.47,0,0,4.86,Brain,,Brain;,Tissue enhanced
ENSG00000153714,LURAP1L,12.38,4.63,2.46,8.82,4.77,2.98,5.98,4.19,7.67,13.99,3.71,3.53,9.98,12.41,3.57,5.62,11.51,25.19,4.13,11.88,13.48,3.24,6.76,8.96,8.45,0,35.39,1.95,18.52,Thyroid,,,Mixed
ENSG00000153721,CNKSR3,1.1,1.75,1.06,3.1,4.64,5.31,8.08,1.09,4.8,3.43,5.51,5.35,5,2.1,0.9,5.16,10.51,4.01,1.68,2.79,5.49,2.79,6.13,2.85,1.55,3.96,0.9,1.34,3.98,Pancreas,,,Expressed in all
ENSG00000153767,GTF2E1,4.58,6.41,4.05,4.4,3.98,6.12,4.29,3.2,3.06,3.21,3.35,3.45,2.38,4.52,5.45,4.43,0,4.55,3.05,4.91,2.89,3.35,5.33,5.46,3.76,10.73,2.72,6.76,3.96,Testis,,,Mixed
ENSG00000153774,CFDP1,40.74,22.69,40.17,42.9,26.64,60.72,26.34,80.43,23.87,37.39,27.3,57.62,23.49,36.26,20.93,58.89,21.11,46.75,32.58,51.93,36.7,29.86,48.64,22.69,31.65,72.92,38.82,36.64,33.84,Fallopian tube,,,Expressed in all
ENSG00000153779,TGIF2LX,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0,0,0,Testis,,,Tissue enriched
ENSG00000153786,ZDHHC7,13.5,21.44,12.33,32.36,21.14,23.29,19.8,14.41,23.4,28.16,13.53,15.14,3.15,36.34,20.66,19.83,7.86,27.56,24.27,30,11.02,21.73,29.65,23.27,43.51,12.86,17.4,18.39,28.61,Stomach,,,Expressed in all
ENSG00000153789,FAM92B,0,0,0,0,1.03,1.32,0,112.39,0,0.00,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.61,Fallopian tube,,,Tissue enriched
ENSG00000153790,C7orf31,4.86,1.89,0,7.16,4.11,1.75,1.56,1.75,1.16,1.94,0,1.95,0,1.47,2.7,3.26,0,0,1.25,3.51,1.73,4.49,2.96,2.76,2.85,32.15,2.33,3.38,1.82,Testis,,Testis;,Tissue enhanced
ENSG00000153802,TMPRSS11D,0,0,0,0,0,0,58.16,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.34,0,Esophagus,Tonsil;Esophagus;,,Group enriched
